Sat Nov 23 22:47:16 2024    /Users/haydentedrake/Desktop/UROP2024/pbh_mass/output.prof

         7689405 function calls (7644922 primitive calls) in 21.312 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3090    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
   568/78    0.001    0.000   10.934    0.140 {built-in method builtins.__import__}
 2615/587    0.001    0.000    0.005    0.000 <frozen abc>:121(__subclasscheck__)
4166/4098    0.001    0.000    0.008    0.000 {built-in method builtins.next}
     2686    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/util.py:189(is_consecutive)
      586    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/_utils/_inspect.py:65(getargs)
      401    0.001    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:759(__init__)
       45    0.001    0.000    0.030    0.001 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1407(__init__)
    11284    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:1167(score_variant)
     1035    0.001    0.000    0.004    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:275(to_rgba)
     1522    0.001    0.000    0.003    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/lines.py:1294(set_ydata)
      576    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
      730    0.001    0.000    0.017    0.000 <frozen importlib._bootstrap>:416(__enter__)
     1473    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      351    0.001    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:1152(update_from)
     1269    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap>:632(cached)
     2306    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
  306/268    0.001    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2265(get_affine)
      239    0.001    0.000    0.004    0.000 /opt/anaconda3/lib/python3.12/re/_compiler.py:511(_compile_info)
      442    0.001    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2358(__init__)
    11767    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:678(get_style)
      901    0.001    0.000    0.156    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      575    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
       39    0.001    0.000    0.006    0.000 /opt/anaconda3/lib/python3.12/enum.py:528(__new__)
      179    0.001    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:322(_to_rgba_no_colorcycle)
    11814    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:662(get_family)
      443    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_api/__init__.py:64(check_isinstance)
      501    0.001    0.000    0.018    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/markers.py:299(_set_marker)
      720    0.001    0.000    0.202    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
     1793    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:216(_is_nth_color)
      264    0.001    0.000    0.005    0.000 /opt/anaconda3/lib/python3.12/typing.py:1269(__init__)
      483    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:645(__hash__)
      255    0.001    0.000    0.005    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:814(from_extents)
    11767    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:690(get_weight)
      415    0.001    0.000    0.003    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2517(composite_transform_factory)
     2112    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/typing.py:1161(_is_dunder)
      478    0.001    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/enum.py:1562(__and__)
     1258    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/_ufunc_config.py:132(geterr)
  117/116    0.001    0.000   12.670    0.109 <frozen importlib._bootstrap_external>:1287(create_module)
      576    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
      239    0.001    0.000    0.048    0.000 /opt/anaconda3/lib/python3.12/re/_compiler.py:740(compile)
    11767    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:684(get_variant)
      278    0.001    0.000    0.003    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/overrides.py:83(verify_matching_signatures)
      295    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2053(scale)
    11842    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:707(get_size)
    11767    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:699(get_stretch)
      484    0.001    0.000    0.001    0.000 {method 'sub' of 're.Pattern' objects}
      322    0.001    0.000    0.004    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:1843(frozen)
       79    0.001    0.000    0.037    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/lines.py:743(draw)
      566    0.001    0.000    0.011    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.001    0.001    0.002    0.002 /Users/haydentedrake/Desktop/UROP2024/pbh_mass/mass_plot.py:73(adaptive_integrate)
       17    0.001    0.000    0.001    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       66    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
     2668    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      723    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/_distutils_hack/__init__.py:102(find_spec)
  516/349    0.001    0.000    0.019    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2430(transform_non_affine)
     3947    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/re/_parser.py:256(match)
       65    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:368(bounds)
     2970    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/lib/function_base.py:348(iterable)
     1296    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:173(__exit__)
     1165    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/util.py:113(set_)
     3560    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/re/_parser.py:164(__len__)
     1235    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        9    0.001    0.000    0.067    0.007 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:1295(_update_ticks)
     1241    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
      981    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/contextlib.py:104(__init__)
     1029    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        1    0.001    0.001    0.007    0.007 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/helpers.py:1(<module>)
     8034    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/inspect.py:2792(name)
      723    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
     1876    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/copy.py:231(_keep_alive)
      144    0.001    0.000    0.005    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/text.py:157(_reset_visual_defaults)
      579    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:48(_new_module)
     3358    0.001    0.000    0.001    0.000 {method 'add' of 'set' objects}
     1149    0.001    0.000    0.001    0.000 {built-in method builtins.any}
        1    0.001    0.001    0.001    0.001 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_color_data.py:1(<module>)
      108    0.001    0.000    0.001    0.000 /Users/haydentedrake/Desktop/UROP2024/pbh_mass/mass_plot.py:40(rk4_step)
      730    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:420(__exit__)
     1455    0.001    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/enum.py:1544(_get_value)
     2144    0.001    0.000    0.003    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:415(pchanged)
      325    0.001    0.000    0.015    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/core/function_base.py:497(add_newdoc)
       48    0.001    0.000    0.021    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1817(inaxes)
      239    0.001    0.000    0.028    0.000 /opt/anaconda3/lib/python3.12/re/_parser.py:969(parse)
      576    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
      465    0.001    0.000    0.004    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:1859(transform_affine)
        1    0.001    0.001    0.014    0.014 /opt/anaconda3/lib/python3.12/site-packages/scipy/constants/__init__.py:1(<module>)
    96/48    0.001    0.000    0.006    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2378(frozen)
      721    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
      605    0.001    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/site-packages/numpy/_utils/_inspect.py:96(getargspec)
     3852    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
2952/2950    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
      378    0.000    0.000    0.003    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axis.py:494(update_position)
        5    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
      465    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:934(_json_decode)
     4660    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:1565(<genexpr>)
      504    0.000    0.000    0.004    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:522(copy)
      351    0.000    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/inspect.py:801(_finddoc)
       48    0.000    0.000    0.008    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/path.py:502(contains_point)
     1296    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.002    0.002 /opt/anaconda3/lib/python3.12/json/decoder.py:343(raw_decode)
      260    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/lines.py:1143(set_linestyle)
     1314    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
     7860    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/copy.py:172(_deepcopy_atomic)
       70    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2594(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.is_sorted_and_has_non_nan}
 3121/738    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/_api/__init__.py:353(recursive_subclasses)
       49    0.000    0.000    0.007    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1337(_set_inaxes)
      268    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/typing.py:262(_collect_parameters)
     6879    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/inspect.py:2804(kind)
      409    0.000    0.000    0.004    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:332(validate_color)
      260    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
  714/625    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:167(_invalidate_internal)
        1    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/html/entities.py:1(<module>)
       45    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:1526(_mouse_handler)
      721    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.160    0.160 /opt/anaconda3/lib/python3.12/site-packages/scipy/linalg/lapack.py:1(<module>)
     2523    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      324    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/ticker.py:1077(__call__)
     1473    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/copyreg.py:98(__newobj__)
      130    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:1985(rotate)
   256/18    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/ast.py:409(generic_visit)
     1966    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/inspect.py:378(isfunction)
      842    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      780    0.000    0.000    0.025    0.000 /opt/anaconda3/lib/python3.12/inspect.py:3077(from_callable)
       35    0.000    0.000    0.014    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/axes/_base.py:3990(format_xdata)
       59    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:4218(__init__)
       15    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      154    0.000    0.000    0.003    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3909(__init__)
        8    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/enum.py:1708(convert_class)
   144/72    0.000    0.000    0.002    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:2458(inverted)
      758    0.000    0.000    0.004    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/colors.py:221(is_color_like)
     1371    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:198(<lambda>)
      759    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
      981    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/contextlib.py:299(helper)
    175/6    0.000    0.000    0.004    0.001 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3791(streamline)
       94    0.000    0.000    0.007    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/__init__.py:1399(_preprocess_data)
      192    0.000    0.000    0.007    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/font_manager.py:602(__init__)
   422/39    0.000    0.000    0.034    0.001 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:3994(parseImpl)
      588    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/lines.py:1202(_set_markercolor)
  981/964    0.000    0.000    0.007    0.000 /opt/anaconda3/lib/python3.12/contextlib.py:132(__enter__)
      780    0.000    0.000    0.025    0.000 /opt/anaconda3/lib/python3.12/inspect.py:3339(signature)
       45    0.000    0.000    0.015    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/backend_bases.py:2954(_mouse_event_to_message)
      111    0.000    0.000    0.004    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/rcsetup.py:99(f)
      594    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/enum.py:850(__setattr__)
      122    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
     1703    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/re/_parser.py:293(tell)
      625    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/transforms.py:158(invalidate)
  419/344    0.000    0.000    0.012    0.000 /opt/anaconda3/lib/python3.12/typing.py:392(inner)
      970    0.000    0.000    0.009    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:1544(is_alias)
     2756    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
     2708    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/core.py:1982(__hash__)
     2733    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      723    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
      759    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      447    0.000    0.000    0.009    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/artist.py:1538(number_of_parameters)
       48    0.000    0.000    0.020    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/patches.py:178(contains_point)
      494    0.000    0.000    0.001    0.000 /opt/anaconda3/lib/python3.12/site-packages/pyparsing/results.py:554(copy)
      712    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     1297    0.000    0.000    0.000    0.000 /opt/anaconda3/lib/python3.12/site-packages/matplotlib/__init__.py:674(_set)
